sid,gender,utterance,onset,vot,f0
s28,male,isolation,aspirated,87.67930830984025,147.64271592051892
s28,male,isolation,aspirated,70.26653283845505,159.3475757676872
s28,male,isolation,aspirated,111.45979495816383,184.49886047291858
s28,male,isolation,aspirated,79.21214293295228,144.01580272584175
s28,male,isolation,aspirated,74.83332423508047,157.94729436995055
s28,male,isolation,aspirated,79.70945348551152,146.6678539721669
s28,male,sentence,fortis,15.550207921185356,163.5794148792995
s28,male,sentence,fortis,6.042466725295543,148.3386411144147
s28,male,sentence,fortis,16.869586610636524,122.99210115015583
s28,male,sentence,fortis,13.40402886948635,153.80966206478368
s28,male,sentence,fortis,6.696025328488628,159.7178685430776
s28,male,sentence,fortis,20.672444272027725,166.7958494021273
s28,male,sentence,lenis,47.7320345579881,161.8112466588467
s28,male,sentence,lenis,69.18172531845703,143.88886573940113
s28,male,sentence,lenis,90.44844789562896,153.85889286898842
s28,male,sentence,lenis,22.515199787156632,73.2500086840921
s28,male,sentence,lenis,31.32244385769233,154.6667173189842
s28,male,sentence,lenis,35.75597542337841,125.69536920538425
s28,male,sentence,aspirated,58.03410781586384,199.7489819983354
s28,male,sentence,aspirated,55.43062808172314,176.2595032358067
s28,male,sentence,aspirated,108.65388917208865,130.62358171919033
s28,male,sentence,aspirated,52.46241864958147,202.37772162238355
s28,male,sentence,aspirated,46.67043881307235,169.10656295500382
s28,male,sentence,aspirated,74.03796122315237,175.6553813169605
s29,male,isolation,fortis,14.050094703671112,122.79296868008998
s29,male,isolation,fortis,6.327090799891679,117.01108691182762
s29,male,isolation,fortis,4.900797565458113,125.54190366847558
s29,male,isolation,fortis,26.342151046256546,119.08468792688437
s29,male,isolation,fortis,20.255831299126267,135.15027703764753
s29,male,isolation,fortis,26.778486603108835,132.72075520907552
s29,male,isolation,lenis,33.98728683654732,140.02999139442932
s29,male,isolation,lenis,49.0836450653854,111.66209596032671
s29,male,isolation,lenis,45.07692271615022,108.03624247996154
s29,male,isolation,lenis,86.33961905622654,109.71975752556651
s29,male,isolation,lenis,23.809941125412557,148.25438679182292
s29,male,isolation,lenis,42.0297225336146,90.80624205270391
s29,male,isolation,aspirated,89.62008107309258,133.35004024270106
s29,male,isolation,aspirated,77.82798167876702,161.32285314345762
s29,male,isolation,aspirated,64.17171325641296,173.43867664922044
s29,male,isolation,aspirated,94.49757498651971,148.03427425400642
s29,male,isolation,aspirated,88.80241145136684,122.21424822445915
s29,male,isolation,aspirated,70.54135698869469,149.54498845082387
s29,male,sentence,fortis,26.588018898290702,110.06743391426822
s29,male,sentence,fortis,14.241043301685814,131.28585891383506
s29,male,sentence,fortis,16.547166535866946,141.15246145901787
s29,male,sentence,fortis,15.305132492684814,173.86403574849575
s29,male,sentence,fortis,10.994515702511558,114.9288002295273
s29,male,sentence,fortis,23.721657351714352,160.38281952487984
s29,male,sentence,lenis,34.42494712877499,98.33979438980047
s29,male,sentence,lenis,39.762220529725504,133.53755712899152
s29,male,sentence,lenis,38.2411446416283,172.97897989633307
s29,male,sentence,lenis,46.828260938232674,131.63661752522952
s29,male,sentence,lenis,62.93806216623909,120.99693055658052
s29,male,sentence,lenis,56.0926996849539,91.89491091457671
s29,male,sentence,aspirated,38.81809656884466,138.56822741352022
s29,male,sentence,aspirated,86.37685814581324,203.49593790839137
s29,male,sentence,aspirated,77.24275904600506,146.7965220028584
s29,male,sentence,aspirated,59.79453809604293,175.31423574826164
s29,male,sentence,aspirated,58.775172517356225,144.05259932573838
s29,male,sentence,aspirated,84.9102376097848,169.98463088359873
s30,male,isolation,fortis,26.296010220952823,132.4145609073829
s30,male,isolation,fortis,31.755134436582093,108.16721879517065
s30,male,isolation,fortis,5.321905777579658,145.91746080551223
s30,male,isolation,fortis,4.21252744381485,97.66222312407245
s30,male,isolation,fortis,34.42712273722312,123.4240716504079
s30,male,isolation,fortis,15.258052687374587,156.83253714107445
s30,male,isolation,lenis,60.55369092964378,127.77561723765997
s30,male,isolation,lenis,54.211629213587635,97.9573096780986
s30,male,isolation,lenis,38.00389623552946,84.09207145231957
s30,male,isolation,lenis,52.2450638663843,128.43380665699394
s30,male,isolation,lenis,86.61113315776855,114.14797352393936
s30,male,isolation,lenis,74.10130042188267,138.85156355920233
s30,male,isolation,aspirated,95.18759230770348,86.98961959414608
s30,male,isolation,aspirated,63.99829366047178,136.04944666758013
s30,male,isolation,aspirated,85.93304967048891,168.88611737140818
s30,male,isolation,aspirated,85.69031862997402,129.66670985997064
s30,male,isolation,aspirated,52.43347642925198,110.87443063077629
s30,male,isolation,aspirated,103.92653133870434,154.16606918132234
s30,male,sentence,fortis,8.13342313796297,165.0429358159565
s30,male,sentence,fortis,24.41373398231335,181.6047526391265
s30,male,sentence,fortis,7.650472215222859,162.134334313037
s30,male,sentence,fortis,9.426324428134667,153.6551919965603
s30,male,sentence,fortis,13.689992786774473,175.59244480957847
s30,male,sentence,fortis,31.236961493343795,183.37080779538883
s30,male,sentence,lenis,49.32840084393029,163.4559695374628
s30,male,sentence,lenis,46.54207925064038,112.72847767519741
s30,male,sentence,lenis,48.247590517249556,89.7163720459526
s30,male,sentence,lenis,50.766926538164746,185.03042323691
s30,male,sentence,lenis,49.22997304450519,98.49893027828134
s30,male,sentence,lenis,38.111835334653726,151.23973565689008
s30,male,sentence,aspirated,127.91917805216677,141.0056380623546
s30,male,sentence,aspirated,55.848876275652366,109.55327453500655
s30,male,sentence,aspirated,59.88660558444141,160.00392898160433
s30,male,sentence,aspirated,85.82973166863833,148.90978507067257
s30,male,sentence,aspirated,90.50605852740307,228.5985732492816
s30,male,sentence,aspirated,80.21778249127827,107.08478873543541
s31,male,isolation,fortis,16.439225724949523,120.14496947600959
s31,male,isolation,fortis,29.275369669067228,160.3780429574586
s31,male,isolation,fortis,11.002172301635065,165.4937883381953
s31,male,isolation,fortis,11.560992354324036,126.1501938612939
s31,male,isolation,fortis,8.772940459611261,151.1311872028998
s31,male,isolation,fortis,20.137459509832173,134.96977934745846
s31,male,isolation,lenis,41.16208940377349,132.72974440434587
s31,male,isolation,lenis,44.915018579713234,138.80299636760714
s31,male,isolation,lenis,27.650744551664125,141.51448764424902
s31,male,isolation,lenis,66.2033788136063,126.11272477784388
s31,male,isolation,lenis,116.59889774729564,131.57898030645748
s31,male,isolation,lenis,49.59323222260979,119.6480446794775
s31,male,isolation,aspirated,57.73333585650639,152.89057522800596
s31,male,isolation,aspirated,69.18581814503072,141.42622827359537
s31,male,isolation,aspirated,100.61873117926791,126.78091588104229
s31,male,isolation,aspirated,66.72795192062637,155.25215474191444
s31,male,isolation,aspirated,92.54036304538567,141.75212575700687
s31,male,isolation,aspirated,70.15757137291374,134.8679191994093
s31,male,sentence,fortis,30.674790750483435,102.46782469763433
s31,male,sentence,fortis,8.80736977614747,133.6666733803637
s31,male,sentence,fortis,14.814162738370502,178.96308837384225
s31,male,sentence,fortis,2.8147264713388847,77.64709670106201
s31,male,sentence,fortis,8.573291219412296,172.8405825408741
s31,male,sentence,fortis,5.82855664505854,184.68106912004689
s31,male,sentence,lenis,53.955409565300805,157.15017584479057
s31,male,sentence,lenis,46.688640076225596,164.64452340066586
s31,male,sentence,lenis,34.01153457922311,93.35920903088142
s31,male,sentence,lenis,28.373297124310838,127.4032063015827
s31,male,sentence,lenis,41.155518749074915,154.6538025399296
s31,male,sentence,lenis,36.422829317942494,105.41011416334665
s31,male,sentence,aspirated,86.71638152021163,174.42863953919303
s31,male,sentence,aspirated,120.84456968528997,181.22215896689184
s31,male,sentence,aspirated,50.93680885297944,168.59932584997554
s31,male,sentence,aspirated,73.03591811818494,163.7112227128609
s31,male,sentence,aspirated,50.222415280623096,177.92541246971385
s31,male,sentence,aspirated,106.50515704239834,176.68301765121748
s32,male,isolation,fortis,24.173513053244726,157.5843423730634
s32,male,isolation,fortis,10.905830452125334,118.20656179036536
s32,male,isolation,fortis,18.50636827419443,164.2229402093241
s32,male,isolation,fortis,27.81273421147844,137.35984562893103
s32,male,isolation,fortis,31.17792783399217,122.89327152237985
s32,male,isolation,fortis,26.18283996776126,69.96390157434239
s32,male,isolation,lenis,40.95631634344645,121.89793659332778
s32,male,isolation,lenis,44.738345599138015,133.0317773424582
s32,male,isolation,lenis,46.92391997664607,103.43582059141849
s32,male,isolation,lenis,49.65711595520266,115.37308721812978
s32,male,isolation,lenis,44.15407551998602,80.4637491240741
s32,male,isolation,lenis,23.49878080767975,109.1256633049174
s32,male,isolation,aspirated,110.21246797451317,131.6621312500918
s32,male,isolation,aspirated,80.58576555981945,148.22061904818744
s32,male,isolation,aspirated,86.26322863031028,139.06627329177914
s32,male,isolation,aspirated,122.51716288641794,125.71117501411487
s32,male,isolation,aspirated,104.14380716665652,175.286717396812
s32,male,isolation,aspirated,75.25107219597649,142.96500974853072
s32,male,sentence,fortis,19.15399288485079,174.12034947768916
s32,male,sentence,fortis,26.431195364303207,147.83486209877552
s32,male,sentence,fortis,17.38018817815521,137.2403067384455
s32,male,sentence,fortis,9.70660677621035,158.66476446523913
s32,male,sentence,fortis,28.602715748762837,141.9544023880202
s32,male,sentence,fortis,6.591659996970691,153.52175362672168
s32,male,sentence,lenis,63.108030196527146,128.54220303562505
s32,male,sentence,lenis,53.95204351891276,67.95427132891686
s32,male,sentence,lenis,55.70093309562617,114.84388604826333
s32,male,sentence,lenis,31.806907540235585,111.57576442479404
s32,male,sentence,lenis,42.08809631617989,137.9426210752552
s32,male,sentence,lenis,39.66574451957141,94.95936939299949
s32,male,sentence,aspirated,75.72425487404203,185.0615429059016
s32,male,sentence,aspirated,112.83155713873391,117.16580881432948
s32,male,sentence,aspirated,105.15754822696012,132.66875798804915
s32,male,sentence,aspirated,77.11179365911137,157.85111904807587
s32,male,sentence,aspirated,70.4983953568805,134.65519536081194
s32,male,sentence,aspirated,45.56516932071903,149.5410966018173
s33,male,isolation,fortis,10.663489215056686,112.68347750469661
s33,male,isolation,fortis,23.066677188337852,150.08127660786496
s33,male,isolation,fortis,7.887908964887766,154.1741807050477
s33,male,isolation,fortis,11.17187192460618,146.90375986079218
s33,male,isolation,fortis,23.328870551904018,135.98893748078692
s33,male,isolation,fortis,8.739850835442816,165.56707311584645
s33,male,isolation,lenis,23.171304797349,101.35667212873014
s33,male,isolation,lenis,35.6441747567698,108.60280349040046
s33,male,isolation,lenis,42.21804686046531,102.68650433989993
s33,male,isolation,lenis,50.42882702787298,121.24778807058112
s33,male,isolation,lenis,60.13609699352138,111.71377608003719
s33,male,isolation,lenis,91.06875383401382,139.3417582454124
s33,male,isolation,aspirated,66.89131362639525,149.6506484727737
s33,male,isolation,aspirated,57.54120102189433,124.67804860686626
s33,male,isolation,aspirated,54.585326555635426,115.9568370524448
s33,male,isolation,aspirated,80.08924473254733,137.72454934932796
s33,male,isolation,aspirated,66.64181071370898,152.06634469892333
s33,male,isolation,aspirated,124.26782856064536,107.963931813664
s33,male,sentence,fortis,13.834404700345958,157.64029586624
s33,male,sentence,fortis,32.83557031098287,150.4352085466568
s33,male,sentence,fortis,22.14601843543455,144.78300843100135
s33,male,sentence,fortis,10.172040853598693,178.72627628020578
s33,male,sentence,fortis,17.63840681402794,150.33758240588318
s33,male,sentence,fortis,13.643092744317734,122.28070838176868
s33,male,sentence,lenis,38.872156241682056,134.59857799058713
s33,male,sentence,lenis,75.6323162832253,108.63331856195444
s33,male,sentence,lenis,56.31548914201719,129.66969804861444
s33,male,sentence,lenis,55.18256650911683,123.81341143234644
s33,male,sentence,lenis,52.61045714107486,122.61133971727564
s33,male,sentence,lenis,72.492728485149,92.00451183885829
s33,male,sentence,aspirated,87.01707472802482,118.6173376646069
s33,male,sentence,aspirated,103.93730324596093,160.87264682197724
s33,male,sentence,aspirated,92.37141624435189,102.0675385774849
s33,male,sentence,aspirated,45.38757144102837,173.04891109398483
s33,male,sentence,aspirated,71.1942479724083,151.57208284811512
s33,male,sentence,aspirated,45.97621819402483,126.7122283119676
s34,male,isolation,fortis,17.93171864261692,103.70990870654812
s34,male,isolation,fortis,8.213496401302352,143.64822064541795
s34,male,isolation,fortis,26.978504356543603,124.19572084697741
s34,male,isolation,fortis,14.348088430445257,146.33520865602978
s34,male,isolation,fortis,41.43205977068108,121.25986564292037
s34,male,isolation,fortis,7.6903501627173085,124.60316045125032
s34,male,isolation,lenis,47.13495822291887,120.64144090053846
s34,male,isolation,lenis,52.775191122711846,112.53155976442577
s34,male,isolation,lenis,28.12229055144588,125.56672083069738
s34,male,isolation,lenis,56.97891270567706,118.59248135819877
s34,male,isolation,lenis,59.87264766796302,101.8357918170803
s34,male,isolation,lenis,65.67383903048841,134.35517831835165
s34,male,isolation,aspirated,76.01951946191896,128.95641138906103
s34,male,isolation,aspirated,70.0911707484667,157.63471961996783
s34,male,isolation,aspirated,76.42717074880008,149.77867114356727
s34,male,isolation,aspirated,85.83741118434642,144.49722875239453
s34,male,isolation,aspirated,78.82628741624241,176.00575467524055
s34,male,isolation,aspirated,63.75916311173652,194.04534977972042
s34,male,sentence,fortis,34.983008052932114,168.89793849778903
s34,male,sentence,fortis,19.535756713401405,157.79732361473816
s34,male,sentence,fortis,15.91464072662332,167.14978237667862
s34,male,sentence,fortis,15.246780608947235,159.49248591524648
s34,male,sentence,fortis,18.86897862536964,116.04098091160027
s34,male,sentence,fortis,8.538704392026485,150.18742976866397
s34,male,sentence,lenis,54.421546035365054,129.95371799626383
s34,male,sentence,lenis,44.153042727503454,142.57970599898923
s34,male,sentence,lenis,59.34287949755887,128.7911269099316
s34,male,sentence,lenis,63.059260982875415,128.76620759266703
s34,male,sentence,lenis,34.22732944955674,130.10402657016925
s34,male,sentence,lenis,70.4107267365544,135.6626292063703
s34,male,sentence,aspirated,67.5613310059789,176.96745245263727
s34,male,sentence,aspirated,55.98928448040716,149.90409213371927
s34,male,sentence,aspirated,105.93421369394554,144.168824743778
s34,male,sentence,aspirated,49.19697741491727,109.02275478374725
s34,male,sentence,aspirated,72.96894795550593,117.57035027558373
s34,male,sentence,aspirated,82.49597951845656,201.34553015773733
s35,male,isolation,fortis,2.93017762517854,144.43829138030833
s35,male,isolation,fortis,9.878480810240319,156.17635356588326
s35,male,isolation,fortis,11.44341852459781,146.50465529444432
s35,male,isolation,fortis,3.6095185222729436,134.13022464076215
s35,male,isolation,fortis,21.09266968157017,125.45840962967841
s35,male,isolation,fortis,6.383556221088329,122.13992193325258
s35,male,isolation,lenis,42.98567004062564,141.02554663541625
s35,male,isolation,lenis,75.72697587343563,137.36056343905764
s35,male,isolation,lenis,58.68700363625438,73.48820562436357
s35,male,isolation,lenis,70.61449628440752,112.86272437056807
s35,male,isolation,lenis,72.83115985832832,135.77931443123606
s35,male,isolation,lenis,58.55115494950579,134.60977321495176
s35,male,isolation,aspirated,97.57070500423141,160.69819331264512
s35,male,isolation,aspirated,79.91268452874247,140.76023078403384
s35,male,isolation,aspirated,82.41269636752314,158.64762447487936
s35,male,isolation,aspirated,80.3181649926488,118.81876249553724
s35,male,isolation,aspirated,92.5123067230712,123.38622871478461
s35,male,isolation,aspirated,106.57661352400771,159.0746218004978
s35,male,sentence,fortis,8.729668606858901,149.235135108008
s35,male,sentence,fortis,7.934974252699853,188.81909049199447
s35,male,sentence,fortis,35.45375520787382,147.85872305747515
s35,male,sentence,fortis,23.739199647087524,170.35959704736067
s35,male,sentence,fortis,9.90109083534111,218.08813581297898
s35,male,sentence,fortis,14.249267983169927,146.560841965725
s35,male,sentence,lenis,52.45222122397459,129.763591169078
s35,male,sentence,lenis,42.66196737211886,116.92690502547715
s35,male,sentence,lenis,25.163305706062996,138.51731731127444
s35,male,sentence,lenis,39.117638952806885,118.68601817994039
s35,male,sentence,lenis,53.91469384263269,124.501186918527
s35,male,sentence,lenis,43.26236466487732,113.6266851702966
s35,male,sentence,aspirated,94.92035680213361,194.25822390671922
s35,male,sentence,aspirated,52.07502653763691,167.8820064550531
s35,male,sentence,aspirated,106.65761488449459,168.0862659743878
s35,male,sentence,aspirated,58.24906946053501,133.42781020919966
s35,male,sentence,aspirated,81.34186107375079,190.40687478124306
s35,male,sentence,aspirated,73.56993169508893,175.91581549462978
s36,male,isolation,fortis,29.928600076418498,143.30229734477643
s36,male,isolation,fortis,19.66473705376079,110.78386144775597
s36,male,isolation,fortis,8.401960942695691,187.2161494627083
s36,male,isolation,fortis,7.998292627990157,126.24464889988676
s36,male,isolation,fortis,10.718482983886826,112.6575139194045
s36,male,isolation,fortis,28.42769655475173,129.3197125265767
s36,male,isolation,lenis,50.73385529013977,138.19216528985578
s36,male,isolation,lenis,70.217534247497,93.97254430509139
s36,male,isolation,lenis,75.04491239678127,124.5395353062097
s36,male,isolation,lenis,52.86436098552913,108.70029419776895
s36,male,isolation,lenis,61.82998154140796,149.18683876229295
s36,male,isolation,lenis,36.25772240545929,112.17454463609783
s36,male,isolation,aspirated,87.04606833815814,186.89281851328468
s36,male,isolation,aspirated,69.00062058875773,131.48952713868206
s36,male,isolation,aspirated,63.19583174435378,133.33851721278756
s36,male,isolation,aspirated,98.55791711093518,142.07133306448753
s36,male,isolation,aspirated,108.96149105220871,177.16526097910133
s36,male,isolation,aspirated,91.90132604545869,122.02776033093649
s36,male,sentence,fortis,23.20669512290363,158.86022900536517
s36,male,sentence,fortis,15.709812172383423,190.67562198583317
s36,male,sentence,fortis,13.683126482059135,118.25400399479562
s36,male,sentence,fortis,20.60183685799032,125.35397112340375
s36,male,sentence,fortis,19.078152534020237,133.2765054490301
s36,male,sentence,fortis,5.379132877733779,135.68514419796145
s36,male,sentence,lenis,79.4238899114056,117.06252701096152
s36,male,sentence,lenis,60.40046334240611,137.81224027658297
s36,male,sentence,lenis,72.76958705083496,104.29079485046472
s36,male,sentence,lenis,66.2034544797289,122.2184987733989
s36,male,sentence,lenis,52.38701030154349,126.99650265678225
s36,male,sentence,lenis,39.83646713713353,134.80361929909984
s36,male,sentence,aspirated,32.0976854508991,133.97817438395668
s36,male,sentence,aspirated,82.97584894965362,144.76510395303777
s36,male,sentence,aspirated,69.31075509081232,151.4890474759432
s36,male,sentence,aspirated,38.50068019205201,161.95737751743505
s36,male,sentence,aspirated,60.39450995236535,173.00918338786954
s36,male,sentence,aspirated,118.5448130199434,144.57979841446866
s37,male,isolation,fortis,21.506003844428466,169.43912268183374
s37,male,isolation,fortis,14.884245237534525,129.42697209577895
s37,male,isolation,fortis,32.19125537531876,154.1529751884603
s37,male,isolation,fortis,7.354257002306931,104.18948807691643
s37,male,isolation,fortis,11.995347642179675,128.39543942722455
s37,male,isolation,fortis,10.656279565701922,135.84505842125043
s37,male,isolation,lenis,33.16893316214312,119.19294577969293
s37,male,isolation,lenis,53.20096572780485,98.9324381065737
s37,male,isolation,lenis,78.59166963617876,127.32910894345774
s37,male,isolation,lenis,65.91980281607293,135.38883218648817
s37,male,isolation,lenis,95.06750651879821,134.36874446123826
s37,male,isolation,lenis,90.39934943227185,104.73845413367037
s37,male,isolation,aspirated,64.94189074558786,174.26018459641284
s37,male,isolation,aspirated,80.80166309032504,131.44318175477525
s37,male,isolation,aspirated,81.02884317181945,135.59382999517567
s37,male,isolation,aspirated,83.51489633644036,158.8743991445518
s37,male,isolation,aspirated,103.13672831226977,117.7735766178719
s37,male,isolation,aspirated,89.9682639428896,157.65570048598795
s37,male,sentence,fortis,45.03681318767107,141.1753322693091
s37,male,sentence,fortis,35.70963236281062,139.5294400181922
s37,male,sentence,fortis,16.576407771554102,104.35520107684215
s37,male,sentence,fortis,14.052432281934898,127.51750372125863
s37,male,sentence,fortis,10.50219151190502,159.60460843857646
s37,male,sentence,fortis,25.37723076801528,187.2022682627397
s37,male,sentence,lenis,44.24210491903208,129.1331328799466
s37,male,sentence,lenis,74.89759996571895,142.41446598039866
s37,male,sentence,lenis,19.69557114539272,109.0260311149672
s37,male,sentence,lenis,45.865357693409784,108.613960645448
s37,male,sentence,lenis,21.281840095952234,139.4558779582686
s37,male,sentence,lenis,51.90329884351627,154.08240687710935
s37,male,sentence,aspirated,88.90184116424354,156.08305664168202
s37,male,sentence,aspirated,66.91442130212695,148.52630862056355
s37,male,sentence,aspirated,79.48951562992745,160.23342559726188
s37,male,sentence,aspirated,46.44957675240675,118.19288349372594
s37,male,sentence,aspirated,45.11953476569812,154.55127427665428
s37,male,sentence,aspirated,76.61746801586608,153.46698103007247
